years_exp,prior_exits,education_tier,success
9.36531536566178,3,1,1
15.64649789285591,0,1,0
12.578406464502192,3,2,1
21.412246029708058,3,1,1
16.467340790473624,0,2,0
4.073360677035742,1,1,0
1.764218685010746,1,3,0
16.06048195515789,3,3,1
0.6627827635405453,0,2,1
14.644389531836582,1,1,1
23.50575603562394,0,1,0
14.386854446896974,0,3,1
9.704248155163048,0,3,0
16.08220546105883,4,1,1
11.456322262287916,0,1,1
13.640419732898373,4,1,1
23.53662021941313,3,1,1
9.652565945019356,1,1,1
24.029764095597855,1,1,1
22.63376604890159,1,2,1
4.8947783697324105,1,1,0
1.7340325218791364,1,3,0
2.5194500344356663,1,2,1
0.4555456412887432,1,1,1
2.36107401889821,3,3,1
17.075169335408923,0,2,0
1.7797162115057246,2,3,0
7.9743907573440325,4,1,1
21.121882774236365,2,1,0
0.5817983933956467,2,1,1
20.361712064723395,0,1,1
7.0463693693349985,0,2,0
2.9541206905414064,0,2,0
17.418429134103768,1,3,0
15.7235711694971,3,1,1
21.936800338176322,1,3,1
18.376776095097146,3,2,1
20.087023259621215,3,1,1
7.050864314282662,2,1,0
4.435988594493071,2,2,1
18.76536879102146,3,2,1
20.1708684816816,3,2,1
24.76262855001683,1,2,1
10.315441922785663,1,2,0
9.300452144819578,2,1,1
19.41032401854992,0,2,0
8.520088506325447,3,1,1
23.268933140089118,1,1,1
21.460318796075295,2,2,1
10.72485068437546,1,2,1
18.771776694787434,3,1,1
18.863571852117058,3,2,1
2.578096720898315,4,2,0
22.563822666989168,0,2,0
12.631309311196429,4,3,1
20.661436652693542,2,1,1
8.001240025765293,1,3,1
22.388080712405014,2,2,1
9.730041968354078,3,3,1
0.270941287007459,4,2,1
22.63454941048159,4,3,1
2.282166919653339,4,2,0
7.982840939760372,2,3,0
23.751549176270125,3,3,1
23.765178673438903,1,3,0
14.335947203082153,1,1,1
15.795930304244981,2,3,1
11.211138049457995,4,1,1
7.3302692924516135,0,2,0
8.2166136342479,2,3,1
16.81296140192596,2,2,1
18.809363235942,3,2,1
19.789476093146213,1,3,1
19.740453569863845,2,1,1
2.280152576217259,2,3,1
12.360507617564537,4,2,1
1.438969000416107,4,2,1
13.738222058093388,0,3,1
11.038262534334425,3,1,0
22.192604568957496,0,1,0
8.772875313801967,4,2,1
2.9266754106901467,1,2,0
3.5747920513208964,4,1,1
19.037765792936806,3,3,1
15.455451582906527,4,2,1
2.5280669030697562,3,1,0
2.1026701528749356,3,2,1
17.524228286478,3,3,1
1.8190751591048382,3,1,1
20.546501482258904,3,2,1
17.656055678912406,1,3,1
2.033719516047494,0,2,0
2.120942852129798,2,3,1
24.665989462529385,0,3,1
9.356769893903008,3,1,1
9.266053676672273,1,3,1
20.319989181437563,4,2,0
23.681214434596466,1,3,1
24.650026595571774,3,3,1
18.83445463147354,1,1,1
9.406489638272895,1,3,1
2.087517917466719,3,3,1
19.42867289818592,1,2,0
13.960106243395126,2,1,0
10.605550231174407,2,1,1
22.6588596273684,1,1,0
2.7799370576537834,4,3,1
12.315627607271479,3,1,0
0.2838411191854767,2,3,1
11.716516049853157,4,3,1
1.4075818920459338,1,2,1
2.970447906701798,4,2,1
2.938156169427622,0,2,0
16.230257552901588,2,2,1
18.651121981635583,1,2,1
14.584219127428991,3,3,1
24.054313711863546,1,3,0
9.371764488092602,3,1,0
7.1428021570465186,1,3,0
21.714978204736507,4,3,1
5.589895962986316,4,2,1
24.080563486015283,4,3,1
0.30386186724540853,0,2,1
24.246970667690977,3,1,1
1.0789977987644028,4,1,1
22.278577842451778,0,3,1
13.192527727157497,3,1,1
24.82411990298251,1,3,1
1.8449141183849715,0,1,0
13.84635711003302,2,2,1
24.232563390477473,0,2,1
13.07744610425372,0,2,0
15.734965953381563,3,2,1
17.39371722461543,1,3,0
11.363526619194332,2,1,0
15.688952002101587,4,3,1
14.607857798077506,4,2,1
22.528950262274723,0,3,1
1.1361595085364469,3,1,1
7.024079739805758,3,3,0
23.760287101913967,4,1,1
22.25659459727291,2,3,1
11.391418819642823,1,1,0
15.503314945038419,2,1,1
6.934529574528317,1,2,0
4.7030289930940326,4,1,1
11.592460123499555,1,2,0
8.83380570065132,3,2,0
14.591402796271801,0,2,1
1.9433659241246208,0,3,0
24.359870191654164,4,3,1
24.65526861199007,3,3,1
17.45404285049363,2,3,1
13.40240915860301,3,1,0
7.738190407158194,0,1,0
20.344875492673715,0,3,0
17.118279313846983,3,1,1
4.065423483622283,3,1,1
22.773179612346063,0,2,0
20.563431073079226,2,2,1
23.7449978322981,4,2,1
18.142987709709,4,2,1
15.335379898394747,3,1,1
10.456075907265472,4,3,1
23.31821208385033,0,1,1
21.65159723751021,0,1,1
1.1304667526547352,3,1,0
0.6591743624313001,3,2,1
9.41158417195124,3,2,1
20.263833269545824,2,2,0
24.681903232873612,4,3,1
3.7604222775882046,3,1,1
14.853267883803378,1,3,0
9.522271415775538,1,2,0
24.24785994536508,0,3,1
21.052973078392718,4,1,0
20.958217617778445,3,1,1
11.717328994874258,1,2,1
10.37048755844163,4,2,1
6.835176798267656,0,3,0
1.4093874162731779,2,2,1
21.61805940637633,4,2,1
20.32252522825194,4,1,1
24.992941832153264,2,2,1
24.915920926847633,4,2,1
13.885792640065686,0,1,0
19.224685379512763,0,1,1
23.619143247060702,2,3,1
21.241184766935287,3,2,1
6.183702543579941,1,1,0
11.263603382752338,3,3,1
3.2289853787873746,4,3,1
23.85127568146806,1,2,1
15.154365861272002,2,2,1
5.716070137586568,2,3,1
16.792517110146417,1,1,0
15.453206011447396,0,3,0
8.954067950821013,1,2,1
2.8389398049907255,4,1,1
16.78932988981999,0,1,1
13.007692522594832,2,3,1
19.30795979339098,1,2,1
13.004087527799834,3,3,1
21.304537507963502,3,3,1
13.797670969362139,4,3,1
14.023449288384656,3,1,1
21.916340066458627,1,1,0
10.087071655309925,1,2,1
3.3503807112660184,3,2,1
0.7195669078334743,1,3,0
18.878431391840476,4,3,1
15.507738783836617,0,3,1
17.60199420248059,4,2,1
5.324104037722768,4,1,1
3.409286889669244,1,1,1
0.3636166416970482,0,3,0
8.764688970164924,1,3,0
14.747942171365827,2,3,1
9.806101127493308,1,3,0
10.936873050593226,1,2,0
22.60396736234371,1,1,1
8.70638667558251,0,3,1
12.84973722899527,1,2,0
19.591325318528575,0,3,1
9.913569558031753,3,3,1
15.552167505696838,2,1,1
21.55909271866863,0,3,1
23.73801559144105,3,1,0
3.676837023225948,0,1,1
23.16469062903736,0,1,0
12.302907326988455,2,2,1
6.456109707473959,4,2,0
11.478393905956533,4,1,1
24.500814382136927,0,3,1
12.31545234982174,1,1,0
8.218790257187706,3,3,1
15.835021357918144,1,1,1
6.003640469454827,1,3,1
1.8965832027165979,0,2,0
3.2219930477662304,0,3,1
3.201145973944311,0,1,1
3.797567337807359,0,2,0
3.4706793162352536,4,3,1
16.021868620080365,0,3,1
4.547002109978621,4,3,1
8.64168208309658,4,3,0
22.419710247650297,0,3,1
11.84904100657181,2,2,1
16.68894346302568,3,2,1
4.307996780040746,1,2,0
4.807225470216769,4,2,1
1.0217154066619716,3,1,1
4.223376576804114,2,2,0
6.964758475798965,1,3,0
4.42526210691867,1,3,0
2.21756334392639,4,2,1
3.01589677751502,0,3,1
11.519469200818143,2,2,0
5.158342960144813,4,3,1
9.106746526201887,2,1,0
12.585431771371422,0,1,0
17.25987071573413,0,2,0
0.9828034960274734,4,2,1
19.985259972726066,0,2,1
15.697509737272695,3,3,1
2.0439757987217977,1,2,0
21.83946560266943,4,1,1
23.02181001329533,2,3,1
1.5269489963715936,3,2,1
6.921941203680094,4,3,1
20.155031994826533,0,3,0
18.70649225959146,0,2,0
4.613025483909433,0,3,1
5.233733083417757,0,1,0
9.26180256978455,2,1,0
12.113074629775532,3,3,1
15.456369288257399,1,2,1
9.222840989244311,2,3,1
11.563367903328697,2,1,1
18.686773453343914,1,3,1
0.9170800722649475,1,3,1
6.310923608600519,0,1,0
17.83373964711381,2,3,1
22.380170942179983,4,3,1
12.791936052891653,1,2,1
13.302837131632891,1,2,0
2.6793002834944013,3,1,0
11.185309170586367,4,1,1
13.315431661375579,4,1,1
6.061762590868241,1,2,1
6.731080773734524,0,1,1
9.432104077615566,3,1,0
0.5017799444431592,4,1,0
8.051979139579457,1,2,1
5.286200174913616,4,3,1
8.187433804447867,3,1,1
2.9940532954812804,3,3,1
22.263182018497375,2,1,1
14.839811338851217,1,3,1
16.97755797861224,3,2,1
19.729280965183456,2,2,1
12.461054973226432,2,1,1
2.1730072021855924,4,3,1
13.427663545463695,4,2,1
14.671027950521978,2,1,1
18.635986854608248,4,1,1
10.791488655741984,3,2,1
3.189507569889094,0,2,1
7.094397644968112,3,1,1
9.077057409965878,2,3,1
16.147931033290032,2,3,1
14.269457616722796,3,3,1
8.902418147446156,4,1,1
24.66288121982449,4,2,1
15.144370483922179,2,1,0
5.930669793399862,1,2,0
2.5445618155100935,4,3,1
3.8214784796083006,3,3,1
6.148943209612703,4,2,0
4.017034331488892,3,2,0
4.664175601282644,2,1,0
7.127379217346178,4,3,1
4.33433988236887,3,1,0
22.41913561566063,2,1,1
2.0058436415410554,1,1,1
13.112784739256366,3,3,1
10.259920674741538,1,1,0
24.55946542271516,1,1,0
2.8009725542013086,0,1,0
9.946389976143541,4,1,1
24.236760831884222,3,1,1
21.637678147349508,1,1,0
20.426801773732,0,3,0
6.447570676123496,2,1,1
4.272189684751646,3,2,1
16.716080498110774,1,1,1
23.234399728189643,4,1,1
13.919072325348244,0,3,0
14.290317236747496,1,3,0
6.999477341507104,4,2,1
19.23732332979842,1,2,1
4.6760937139380845,3,3,1
8.091980910106091,3,3,1
10.63591096541042,3,1,1
12.690259467111375,0,3,1
6.060243310377006,3,2,1
2.8709206184800884,4,1,0
15.265501061040816,1,2,1
7.215763831006394,2,1,0
14.530955535565306,4,3,1
3.859067881855058,4,2,1
12.028502546370436,3,1,1
13.314735813789646,0,1,1
1.2955884205606727,1,3,0
8.415106954848014,0,3,1
3.360366923474356,1,3,1
1.5843742618191936,1,2,0
24.74900580974863,0,1,1
8.058846124368074,4,3,1
20.246861146365873,1,2,1
6.366016369094096,0,2,0
17.037568055598232,1,2,1
19.005696497242162,2,3,1
14.890968515196107,4,3,1
11.78940471375396,3,1,1
10.296022853681713,1,1,1
8.721706663574883,2,3,1
23.238228606195648,3,2,1
20.765485194693227,3,2,1
24.125672766662813,1,2,1
3.107430587138618,0,1,1
18.271686880091107,1,2,1
23.458511420525944,2,1,1
4.530826654141504,3,1,1
1.6624066841694374,1,2,0
18.528016232251478,0,2,0
14.361827829497798,1,3,1
21.0457194189568,4,3,1
3.4943094156572374,0,2,0
19.881682796497255,2,1,0
5.040683001193614,3,1,1
4.091398571642612,1,1,0
4.106644948274823,0,1,0
20.364368005784552,4,1,1
16.629930517405004,0,3,1
13.076635619227982,4,2,1
8.970762103087562,2,3,0
21.930013520327705,3,1,1
9.811127685565884,2,1,1
20.41498598678943,1,1,1
10.97837271425546,0,1,0
9.42361073562269,4,2,1
11.56699464174016,4,1,1
7.534446854103552,0,2,0
18.690234504406277,0,1,0
12.568009752311978,1,2,0
5.805317378670432,2,3,0
22.489364331864213,4,1,1
9.597280534330284,1,2,1
13.588821527849715,2,3,1
22.661802774113674,1,1,1
15.605949897849802,4,1,1
2.922451017709102,0,1,1
23.495803090336878,0,2,0
15.692701326785446,2,2,1
8.372640366427152,3,3,1
3.4818018165846816,2,2,1
19.8506297317574,3,2,1
15.501818898212838,1,1,0
13.336527299408038,1,1,0
22.34731457627394,4,1,1
19.71493028061327,3,1,1
3.7918719933187797,4,1,1
7.793051694888706,0,1,1
6.212228495361644,3,1,1
18.598657314316924,2,3,0
0.8383108683944845,0,3,1
14.247242121782913,0,3,1
19.061467143517262,2,3,1
21.919140919043738,0,1,1
8.552043717897687,3,3,1
20.53143261680032,4,1,1
2.7657934238801807,0,3,1
21.161307293362956,3,2,1
3.1872165582995606,1,3,1
9.932182264009182,3,3,1
19.93238414448884,4,1,1
3.7479356837193443,3,3,0
5.7312848808160375,2,2,1
18.056314209826656,4,1,1
18.00091341365186,1,1,1
16.028690822132432,2,3,1
17.3487111116775,3,1,1
13.568111083689905,4,1,1
6.294976472673818,1,1,0
8.642399837597987,2,1,1
4.539942920035641,1,1,0
22.711264033340708,3,1,1
14.584794869153011,1,2,0
10.021285419090997,0,3,0
11.550145091103317,2,2,1
23.682083490295383,1,1,1
3.833785077902005,3,1,1
14.65574580041993,3,3,1
12.64721697211165,1,2,1
15.286355885866195,3,3,1
0.4527545955210127,4,2,1
21.803097723603788,4,1,1
23.30295706209031,4,3,1
14.128329589730223,0,3,0
17.416270596922306,1,1,1
23.062484529432393,0,3,1
17.680965857834966,3,2,1
3.813476072856534,0,2,1
14.40720900417033,3,2,1
15.167876159571398,3,2,1
10.60326678255965,2,1,1
18.41110589061807,4,3,1
23.359175369225373,3,2,1
23.139212822669407,2,1,1
11.270984285103303,4,3,1
2.830951146018881,3,3,1
24.621029974058363,3,1,1
20.972452161148354,0,1,0
3.1165670300816712,0,2,0
23.02104706543431,4,3,1
21.747409051553205,3,3,1
12.970951428151803,1,1,1
14.781885893623231,0,3,1
9.975067596753256,4,2,1
1.3690409705507833,3,3,1
8.379931041147524,3,1,1
20.071336214950286,1,1,0
0.11580057511507147,4,2,0
8.337479292278605,3,2,1
9.954217339773583,0,3,1
13.434890073448072,1,3,1
22.996390410319012,4,1,1
8.658649859149032,1,2,0
8.673830047405692,0,2,1
18.43753120274371,4,2,1
11.305448522245179,1,3,0
5.615120573499549,2,2,1
11.310987903317335,0,1,0
3.521425509494996,0,1,0
4.409674662655583,0,3,1
12.459194318486993,2,3,1
10.473136237613698,2,2,1
22.8711475267025,3,3,1
9.059847477915827,1,1,0
14.514708756951086,3,2,1
15.80660719798826,1,1,0
0.3273614147083409,2,2,0
16.588434300417767,2,3,1
4.450899171743786,3,2,1
24.026757936736377,4,2,1
3.7165681938278237,3,1,1
10.365603093175594,1,1,1
2.1337417019660965,3,2,1
24.921856296148682,0,3,1
12.554875258281065,1,3,0
14.884625433001094,1,1,0
1.6769119347106871,4,3,1
18.749011759979446,2,1,1
5.247639827389644,1,3,1
22.451357236017845,2,2,1
5.128491012050179,3,1,1
4.767193016591664,0,1,1
0.913741696202372,4,2,1
11.801673627749981,2,1,0
14.12102833156541,1,3,1
1.6427159857088092,2,3,1
19.388190417375263,1,1,0
11.33222086870069,2,3,1
13.109756733189501,1,1,0
11.019068673455704,3,2,1
10.01907652188315,1,1,0
13.991008282705447,1,2,1
3.8810061482678124,0,3,1
4.548203262381778,1,2,0
21.544640525337933,0,3,0
23.652886553340817,4,1,1
9.332732906993824,0,3,1
6.768616828588844,3,1,1
16.099988580975396,0,1,0
10.21835427745241,4,2,1
0.6346588915086215,3,2,0
3.903814934154759,2,2,0
17.899305721184938,2,2,1
16.473098547753786,0,3,0
0.6773998125870873,0,3,0
5.549304048323736,4,3,1
5.776869914701785,4,1,1
16.79731858996821,1,3,1
0.49276344385910387,4,3,1
2.6027145496143462,1,3,0
19.997902134329735,3,2,1
4.46361655135834,0,3,1
16.31865269629687,3,1,1
5.954569526168163,4,2,1
2.486034818983629,3,1,1
6.079304774986352,3,3,1
18.05667329639148,3,2,1
21.392411702657142,4,1,1
20.75549661417479,3,3,1
9.92958824046137,1,1,1
16.702128414266156,4,1,1
5.1246073853955245,3,1,1
7.328693256525332,4,3,1
22.408395463027993,2,3,1
0.3250480877684009,1,1,0
2.1377132713617018,3,2,1
5.197156378650683,2,2,0
0.6633050968454929,2,3,1
4.535885877244933,4,3,1
14.576039024242304,2,3,1
10.53561376481245,1,3,1
22.31679277692437,1,3,1
20.436089043461024,0,2,1
8.5454337924469,1,3,0
6.485585835782312,2,1,1
9.492310204181672,1,1,0
14.757373562870194,4,2,1
6.7015910205719065,0,1,0
15.60372269622835,2,2,0
10.235291304781011,0,2,0
13.801179521299506,2,1,0
10.903163228382917,4,3,1
7.361643988547942,0,1,1
23.711332674053917,3,1,1
19.09014485399402,2,2,1
3.5028293941613136,3,1,1
21.71169939744782,0,2,1
12.185779956237841,3,3,1
22.363805672352285,3,3,1
19.996381398682882,0,3,0
10.630337611730836,4,1,1
0.561732708002935,3,2,1
6.716933984623652,3,3,1
13.540855366521672,4,2,1
15.836955495653681,3,2,1
6.447192135830057,3,3,0
3.4839018518206033,3,3,0
20.873255919982476,1,2,1
24.610054517588804,4,3,1
13.142254557567146,3,2,0
4.291982146207587,4,2,1
6.807683162984224,2,3,0
0.45976691368666833,2,1,1
22.857470164012476,3,3,1
2.9437770722535284,4,1,1
14.412911887856339,4,2,1
6.85138051718015,4,2,0
13.854450062894836,1,1,1
16.285509708796607,2,2,1
20.74354509268004,4,1,1
5.16053179401508,4,1,0
0.27489571646201194,1,2,0
3.422140751720182,1,1,1
22.50046604620263,4,3,1
21.847251939062883,0,3,1
14.935327554257707,4,2,1
15.012921510841334,4,2,1
16.625916863656386,1,1,1
4.38428196558624,1,1,0
22.860298648123994,4,1,1
10.469263122301827,4,1,1
9.578463206237437,4,3,1
12.97294263207094,1,3,1
1.1741491693763761,4,2,1
4.157084218901986,4,1,1
18.45084041065926,3,1,1
2.0699666981281615,0,2,0
15.078802736659705,2,1,1
6.133727742033024,0,1,0
9.732390351049414,3,1,1
7.217343419267497,2,1,1
8.891817911623729,4,1,1
17.97614762960614,3,2,1
7.428042890579375,4,1,1
14.16011600742243,1,2,0
11.901260054977492,3,1,0
16.591779134066204,1,3,0
23.42074348311895,3,3,1
18.31430243025626,3,3,1
5.373509464768919,1,3,1
0.7795783765321168,2,2,1
6.556601107495627,0,2,0
14.876948267506371,4,1,1
1.2856453371062586,3,3,0
12.409156180030909,4,2,1
14.92107122292223,1,1,0
8.356097270424021,4,1,1
19.272805093645548,1,2,0
2.664956328344295,4,3,0
1.878444543395219,0,1,0
18.204718905090083,0,3,0
12.387282905154962,0,3,0
17.210059910693403,0,3,0
10.870683465093656,0,1,1
